Barangay_No,Barangay,Month,Year,x,y,Dengue Cases
5,BURU-UN,2,2021,8.1872,124.1688,5
5,BURU-UN,2,2016,8.1872,124.1688,0
5,BURU-UN,2,2015,8.1872,124.1688,0
5,BURU-UN,2,2014,8.1872,124.1688,0
5,BURU-UN,3,2017,8.1872,124.1688,0
5,BURU-UN,3,2018,8.1872,124.1688,1
5,BURU-UN,3,2019,8.1872,124.1688,3
5,BURU-UN,3,2020,8.1872,124.1688,1
5,BURU-UN,3,2021,8.1872,124.1688,5
5,BURU-UN,3,2016,8.1872,124.1688,0
5,BURU-UN,3,2015,8.1872,124.1688,0
5,BURU-UN,3,2014,8.1872,124.1688,0
5,BURU-UN,4,2017,8.1872,124.1688,1
5,BURU-UN,4,2018,8.1872,124.1688,0
5,BURU-UN,4,2019,8.1872,124.1688,5
5,BURU-UN,4,2020,8.1872,124.1688,0
5,BURU-UN,4,2021,8.1872,124.1688,1
5,BURU-UN,4,2016,8.1872,124.1688,0
5,BURU-UN,4,2015,8.1872,124.1688,0
5,BURU-UN,4,2014,8.1872,124.1688,0
5,BURU-UN,5,2017,8.1872,124.1688,0
5,BURU-UN,5,2018,8.1872,124.1688,0
5,BURU-UN,5,2019,8.1872,124.1688,1
5,BURU-UN,5,2020,8.1872,124.1688,0
5,BURU-UN,5,2021,8.1872,124.1688,2
5,BURU-UN,5,2016,8.1872,124.1688,0
5,BURU-UN,5,2015,8.1872,124.1688,0
5,BURU-UN,5,2014,8.1872,124.1688,0
5,BURU-UN,6,2017,8.1872,124.1688,0
5,BURU-UN,6,2018,8.1872,124.1688,0
5,BURU-UN,6,2019,8.1872,124.1688,1
5,BURU-UN,6,2020,8.1872,124.1688,0
5,BURU-UN,6,2021,8.1872,124.1688,0
5,BURU-UN,6,2016,8.1872,124.1688,0
5,BURU-UN,6,2015,8.1872,124.1688,0
5,BURU-UN,6,2014,8.1872,124.1688,0
5,BURU-UN,7,2017,8.1872,124.1688,0
5,BURU-UN,7,2018,8.1872,124.1688,0
5,BURU-UN,7,2019,8.1872,124.1688,49
5,BURU-UN,7,2020,8.1872,124.1688,1
5,BURU-UN,7,2021,8.1872,124.1688,2
5,BURU-UN,7,2016,8.1872,124.1688,0
5,BURU-UN,7,2015,8.1872,124.1688,0
5,BURU-UN,7,2014,8.1872,124.1688,0
5,BURU-UN,8,2017,8.1872,124.1688,0
