Barangay_No,Barangay,x,y,Year,Month,Dengue Cases,Temperature,Humidity,Rainfall,Predicted Cases (Hybrid)
40,TUBOD,8.2117,124.241,2011,8,2,25.1,85.3,95.0,
41,UBALDO LAYA,8.224,124.2449,2011,8,1,25.1,85.3,95.0,
42,UPPER HINAPLANON,8.2559,124.2689,2011,8,0,25.1,85.3,95.0,
43,VILLA VERDE,8.2331,124.2437,2011,8,1,25.1,85.3,95.0,
0,ABUNO,8.1846,124.2571,2011,9,1,24.4,86.2,70.0,
1,ACMAC,8.274,124.2649,2011,9,0,24.4,86.2,70.0,
2,BAGONG SILANG,8.2418,124.252,2011,9,0,24.4,86.2,70.0,
3,BONBONON,8.2667,124.2902,2011,9,1,24.4,86.2,70.0,
4,BUNAWAN,8.3023,124.3028,2011,9,0,24.4,86.2,70.0,
5,BURU-UN,8.1872,124.1688,2011,9,0,24.4,86.2,70.0,
6,DALIPUGA,8.3074,124.255,2011,9,0,24.4,86.2,70.0,
7,DEL CARMEN,8.2322,124.2578,2011,9,0,24.4,86.2,70.0,
8,DIGKILAAN,8.2492,124.3178,2011,9,0,24.4,86.2,70.0,
9,DITUCALAN,8.1751,124.1927,2011,9,1,24.4,86.2,70.0,
10,DULAG,8.204,124.3694,2011,9,0,24.4,86.2,70.0,
11,HINAPLANON,8.2467,124.2592,2011,9,0,24.4,86.2,70.0,
12,HINDANG,8.3177,124.3457,2011,9,0,24.4,86.2,70.0,
13,KABACSANAN,8.2815,124.3088,2011,9,0,24.4,86.2,70.0,
14,KALILANGAN,8.1747,124.3863,2011,9,0,24.4,86.2,70.0,
15,KIWALAN,8.2801,124.2668,2011,9,0,24.4,86.2,70.0,
16,LANIPAO,8.2266,124.3412,2011,9,0,24.4,86.2,70.0,
17,LUINAB,8.2472,124.2681,2011,9,0,24.4,86.2,70.0,
18,MAHAYAHAY,8.2219,124.2406,2011,9,0,24.4,86.2,70.0,
19,MAINIT,8.2976,124.3876,2011,9,0,24.4,86.2,70.0,
20,MANDULOG,8.2442,124.3057,2011,9,0,24.4,86.2,70.0,
21,MARIA CRISTINA,8.1989,124.1936,2011,9,0,24.4,86.2,70.0,
22,PALAO,8.2286,124.2532,2011,9,0,24.4,86.2,70.0,
23,PANOROGANAN,8.1743,124.425,2011,9,0,24.4,86.2,70.0,
24,POBLACION,8.2285,124.2344,2011,9,1,24.4,86.2,70.0,
25,PUGA-AN,8.2285,124.2742,2011,9,0,24.4,86.2,70.0,
26,ROGONGON,8.2395,124.4115,2011,9,0,24.4,86.2,70.0,
27,SAN MIGUEL,8.2387,124.2479,2011,9,0,24.4,86.2,70.0,
28,SAN ROQUE,8.2578,124.2619,2011,9,1,24.4,86.2,70.0,
29,SANTA ELENA,8.1948,124.2273,2011,9,0,24.4,86.2,70.0,
30,SANTA FILOMENA,8.2681,124.2593,2011,9,0,24.4,86.2,70.0,
31,SANTIAGO,8.2511,124.2444,2011,9,0,24.4,86.2,70.0,
32,SANTO ROSARIO,8.2436,124.2525,2011,9,0,24.4,86.2,70.0,
33,SARAY-TIBANGA,8.2436,124.2525,2011,9,0,24.4,86.2,70.0,
34,SUAREZ,8.1914,124.2173,2011,9,0,24.4,86.2,70.0,
35,TAMBACAN,8.2236,124.2347,2011,9,1,24.4,86.2,70.0,
36,TIBANGA,8.2402,124.241,2011,9,0,24.4,86.2,70.0,
37,TIPANOY,8.1902,124.2634,2011,9,0,24.4,86.2,70.0,
38,TOMINOBO PROPER,8.2104,124.2221,2011,9,0,24.4,86.2,70.0,
39,TOMINOBO UPPER,8.1688,124.2251,2011,9,0,24.4,86.2,70.0,
40,TUBOD,8.2117,124.241,2011,9,0,24.4,86.2,70.0,
41,UBALDO LAYA,8.224,124.2449,2011,9,0,24.4,86.2,70.0,
42,UPPER HINAPLANON,8.2559,124.2689,2011,9,0,24.4,86.2,70.0,
43,VILLA VERDE,8.2331,124.2437,2011,9,0,24.4,86.2,70.0,
0,ABUNO,8.1846,124.2571,2011,10,0,24.0,87.0,50.0,
1,ACMAC,8.274,124.2649,2011,10,0,24.0,87.0,50.0,
2,BAGONG SILANG,8.2418,124.252,2011,10,0,24.0,87.0,50.0,
3,BONBONON,8.2667,124.2902,2011,10,0,24.0,87.0,50.0,
4,BUNAWAN,8.3023,124.3028,2011,10,0,24.0,87.0,50.0,
5,BURU-UN,8.1872,124.1688,2011,10,0,24.0,87.0,50.0,
6,DALIPUGA,8.3074,124.255,2011,10,1,24.0,87.0,50.0,
7,DEL CARMEN,8.2322,124.2578,2011,10,0,24.0,87.0,50.0,
8,DIGKILAAN,8.2492,124.3178,2011,10,0,24.0,87.0,50.0,
9,DITUCALAN,8.1751,124.1927,2011,10,0,24.0,87.0,50.0,
10,DULAG,8.204,124.3694,2011,10,0,24.0,87.0,50.0,
11,HINAPLANON,8.2467,124.2592,2011,10,0,24.0,87.0,50.0,
12,HINDANG,8.3177,124.3457,2011,10,1,24.0,87.0,50.0,
13,KABACSANAN,8.2815,124.3088,2011,10,0,24.0,87.0,50.0,
14,KALILANGAN,8.1747,124.3863,2011,10,0,24.0,87.0,50.0,
15,KIWALAN,8.2801,124.2668,2011,10,0,24.0,87.0,50.0,
16,LANIPAO,8.2266,124.3412,2011,10,0,24.0,87.0,50.0,
17,LUINAB,8.2472,124.2681,2011,10,0,24.0,87.0,50.0,
18,MAHAYAHAY,8.2219,124.2406,2011,10,0,24.0,87.0,50.0,
19,MAINIT,8.2976,124.3876,2011,10,0,24.0,87.0,50.0,
20,MANDULOG,8.2442,124.3057,2011,10,0,24.0,87.0,50.0,
21,MARIA CRISTINA,8.1989,124.1936,2011,10,0,24.0,87.0,50.0,
22,PALAO,8.2286,124.2532,2011,10,0,24.0,87.0,50.0,
23,PANOROGANAN,8.1743,124.425,2011,10,0,24.0,87.0,50.0,
24,POBLACION,8.2285,124.2344,2011,10,0,24.0,87.0,50.0,
25,PUGA-AN,8.2285,124.2742,2011,10,0,24.0,87.0,50.0,
26,ROGONGON,8.2395,124.4115,2011,10,0,24.0,87.0,50.0,
27,SAN MIGUEL,8.2387,124.2479,2011,10,0,24.0,87.0,50.0,
28,SAN ROQUE,8.2578,124.2619,2011,10,0,24.0,87.0,50.0,
29,SANTA ELENA,8.1948,124.2273,2011,10,0,24.0,87.0,50.0,
30,SANTA FILOMENA,8.2681,124.2593,2011,10,0,24.0,87.0,50.0,
31,SANTIAGO,8.2511,124.2444,2011,10,0,24.0,87.0,50.0,
32,SANTO ROSARIO,8.2436,124.2525,2011,10,0,24.0,87.0,50.0,
33,SARAY-TIBANGA,8.2436,124.2525,2011,10,0,24.0,87.0,50.0,
34,SUAREZ,8.1914,124.2173,2011,10,0,24.0,87.0,50.0,
35,TAMBACAN,8.2236,124.2347,2011,10,0,24.0,87.0,50.0,
36,TIBANGA,8.2402,124.241,2011,10,0,24.0,87.0,50.0,
37,TIPANOY,8.1902,124.2634,2011,10,1,24.0,87.0,50.0,
38,TOMINOBO PROPER,8.2104,124.2221,2011,10,1,24.0,87.0,50.0,
39,TOMINOBO UPPER,8.1688,124.2251,2011,10,0,24.0,87.0,50.0,
40,TUBOD,8.2117,124.241,2011,10,1,24.0,87.0,50.0,
41,UBALDO LAYA,8.224,124.2449,2011,10,0,24.0,87.0,50.0,
42,UPPER HINAPLANON,8.2559,124.2689,2011,10,0,24.0,87.0,50.0,
43,VILLA VERDE,8.2331,124.2437,2011,10,0,24.0,87.0,50.0,
0,ABUNO,8.1846,124.2571,2011,11,0,23.6,88.4,30.0,
1,ACMAC,8.274,124.2649,2011,11,0,23.6,88.4,30.0,
2,BAGONG SILANG,8.2418,124.252,2011,11,0,23.6,88.4,30.0,
3,BONBONON,8.2667,124.2902,2011,11,0,23.6,88.4,30.0,
4,BUNAWAN,8.3023,124.3028,2011,11,0,23.6,88.4,30.0,
5,BURU-UN,8.1872,124.1688,2011,11,0,23.6,88.4,30.0,
6,DALIPUGA,8.3074,124.255,2011,11,1,23.6,88.4,30.0,
7,DEL CARMEN,8.2322,124.2578,2011,11,0,23.6,88.4,30.0,
8,DIGKILAAN,8.2492,124.3178,2011,11,0,23.6,88.4,30.0,
9,DITUCALAN,8.1751,124.1927,2011,11,0,23.6,88.4,30.0,
10,DULAG,8.204,124.3694,2011,11,0,23.6,88.4,30.0,
11,HINAPLANON,8.2467,124.2592,2011,11,0,23.6,88.4,30.0,
12,HINDANG,8.3177,124.3457,2011,11,0,23.6,88.4,30.0,
13,KABACSANAN,8.2815,124.3088,2011,11,0,23.6,88.4,30.0,
14,KALILANGAN,8.1747,124.3863,2011,11,0,23.6,88.4,30.0,
15,KIWALAN,8.2801,124.2668,2011,11,0,23.6,88.4,30.0,
16,LANIPAO,8.2266,124.3412,2011,11,0,23.6,88.4,30.0,
17,LUINAB,8.2472,124.2681,2011,11,0,23.6,88.4,30.0,
18,MAHAYAHAY,8.2219,124.2406,2011,11,0,23.6,88.4,30.0,
19,MAINIT,8.2976,124.3876,2011,11,0,23.6,88.4,30.0,
20,MANDULOG,8.2442,124.3057,2011,11,0,23.6,88.4,30.0,
21,MARIA CRISTINA,8.1989,124.1936,2011,11,0,23.6,88.4,30.0,
22,PALAO,8.2286,124.2532,2011,11,0,23.6,88.4,30.0,
23,PANOROGANAN,8.1743,124.425,2011,11,0,23.6,88.4,30.0,
24,POBLACION,8.2285,124.2344,2011,11,1,23.6,88.4,30.0,
25,PUGA-AN,8.2285,124.2742,2011,11,0,23.6,88.4,30.0,
26,ROGONGON,8.2395,124.4115,2011,11,0,23.6,88.4,30.0,
27,SAN MIGUEL,8.2387,124.2479,2011,11,0,23.6,88.4,30.0,
28,SAN ROQUE,8.2578,124.2619,2011,11,0,23.6,88.4,30.0,
29,SANTA ELENA,8.1948,124.2273,2011,11,0,23.6,88.4,30.0,
30,SANTA FILOMENA,8.2681,124.2593,2011,11,1,23.6,88.4,30.0,
31,SANTIAGO,8.2511,124.2444,2011,11,0,23.6,88.4,30.0,
32,SANTO ROSARIO,8.2436,124.2525,2011,11,0,23.6,88.4,30.0,
33,SARAY-TIBANGA,8.2436,124.2525,2011,11,0,23.6,88.4,30.0,
34,SUAREZ,8.1914,124.2173,2011,11,0,23.6,88.4,30.0,
35,TAMBACAN,8.2236,124.2347,2011,11,0,23.6,88.4,30.0,
36,TIBANGA,8.2402,124.241,2011,11,1,23.6,88.4,30.0,
37,TIPANOY,8.1902,124.2634,2011,11,0,23.6,88.4,30.0,
38,TOMINOBO PROPER,8.2104,124.2221,2011,11,0,23.6,88.4,30.0,
39,TOMINOBO UPPER,8.1688,124.2251,2011,11,0,23.6,88.4,30.0,
40,TUBOD,8.2117,124.241,2011,11,1,23.6,88.4,30.0,
41,UBALDO LAYA,8.224,124.2449,2011,11,0,23.6,88.4,30.0,
42,UPPER HINAPLANON,8.2559,124.2689,2011,11,0,23.6,88.4,30.0,
43,VILLA VERDE,8.2331,124.2437,2011,11,0,23.6,88.4,30.0,
0,ABUNO,8.1846,124.2571,2011,12,0,23.2,89.1,15.0,
1,ACMAC,8.274,124.2649,2011,12,0,23.2,89.1,15.0,
2,BAGONG SILANG,8.2418,124.252,2011,12,0,23.2,89.1,15.0,
3,BONBONON,8.2667,124.2902,2011,12,0,23.2,89.1,15.0,
4,BUNAWAN,8.3023,124.3028,2011,12,0,23.2,89.1,15.0,
5,BURU-UN,8.1872,124.1688,2011,12,0,23.2,89.1,15.0,
6,DALIPUGA,8.3074,124.255,2011,12,0,23.2,89.1,15.0,
7,DEL CARMEN,8.2322,124.2578,2011,12,1,23.2,89.1,15.0,
8,DIGKILAAN,8.2492,124.3178,2011,12,0,23.2,89.1,15.0,
9,DITUCALAN,8.1751,124.1927,2011,12,0,23.2,89.1,15.0,
10,DULAG,8.204,124.3694,2011,12,0,23.2,89.1,15.0,
11,HINAPLANON,8.2467,124.2592,2011,12,1,23.2,89.1,15.0,
12,HINDANG,8.3177,124.3457,2011,12,0,23.2,89.1,15.0,
13,KABACSANAN,8.2815,124.3088,2011,12,0,23.2,89.1,15.0,
14,KALILANGAN,8.1747,124.3863,2011,12,0,23.2,89.1,15.0,
15,KIWALAN,8.2801,124.2668,2011,12,0,23.2,89.1,15.0,
16,LANIPAO,8.2266,124.3412,2011,12,0,23.2,89.1,15.0,
17,LUINAB,8.2472,124.2681,2011,12,0,23.2,89.1,15.0,
18,MAHAYAHAY,8.2219,124.2406,2011,12,0,23.2,89.1,15.0,
19,MAINIT,8.2976,124.3876,2011,12,0,23.2,89.1,15.0,
20,MANDULOG,8.2442,124.3057,2011,12,0,23.2,89.1,15.0,
21,MARIA CRISTINA,8.1989,124.1936,2011,12,0,23.2,89.1,15.0,
22,PALAO,8.2286,124.2532,2011,12,4,23.2,89.1,15.0,
23,PANOROGANAN,8.1743,124.425,2011,12,0,23.2,89.1,15.0,
24,POBLACION,8.2285,124.2344,2011,12,0,23.2,89.1,15.0,
25,PUGA-AN,8.2285,124.2742,2011,12,0,23.2,89.1,15.0,
26,ROGONGON,8.2395,124.4115,2011,12,0,23.2,89.1,15.0,
27,SAN MIGUEL,8.2387,124.2479,2011,12,0,23.2,89.1,15.0,
28,SAN ROQUE,8.2578,124.2619,2011,12,0,23.2,89.1,15.0,
29,SANTA ELENA,8.1948,124.2273,2011,12,0,23.2,89.1,15.0,
30,SANTA FILOMENA,8.2681,124.2593,2011,12,0,23.2,89.1,15.0,
31,SANTIAGO,8.2511,124.2444,2011,12,2,23.2,89.1,15.0,
32,SANTO ROSARIO,8.2436,124.2525,2011,12,1,23.2,89.1,15.0,
33,SARAY-TIBANGA,8.2436,124.2525,2011,12,0,23.2,89.1,15.0,
34,SUAREZ,8.1914,124.2173,2011,12,1,23.2,89.1,15.0,
35,TAMBACAN,8.2236,124.2347,2011,12,0,23.2,89.1,15.0,
36,TIBANGA,8.2402,124.241,2011,12,0,23.2,89.1,15.0,
37,TIPANOY,8.1902,124.2634,2011,12,1,23.2,89.1,15.0,
38,TOMINOBO PROPER,8.2104,124.2221,2011,12,0,23.2,89.1,15.0,
39,TOMINOBO UPPER,8.1688,124.2251,2011,12,0,23.2,89.1,15.0,
40,TUBOD,8.2117,124.241,2011,12,1,23.2,89.1,15.0,
41,UBALDO LAYA,8.224,124.2449,2011,12,1,23.2,89.1,15.0,
42,UPPER HINAPLANON,8.2559,124.2689,2011,12,0,23.2,89.1,15.0,
43,VILLA VERDE,8.2331,124.2437,2011,12,0,23.2,89.1,15.0,
0,ABUNO,8.1846,124.2571,2012,1,0,24.3,85.1,4.0,
1,ACMAC,8.274,124.2649,2012,1,0,24.3,85.1,4.0,
2,BAGONG SILANG,8.2418,124.252,2012,1,0,24.3,85.1,4.0,
3,BONBONON,8.2667,124.2902,2012,1,0,24.3,85.1,4.0,
4,BUNAWAN,8.3023,124.3028,2012,1,0,24.3,85.1,4.0,
5,BURU-UN,8.1872,124.1688,2012,1,0,24.3,85.1,4.0,
6,DALIPUGA,8.3074,124.255,2012,1,0,24.3,85.1,4.0,
7,DEL CARMEN,8.2322,124.2578,2012,1,0,24.3,85.1,4.0,
8,DIGKILAAN,8.2492,124.3178,2012,1,0,24.3,85.1,4.0,
9,DITUCALAN,8.1751,124.1927,2012,1,0,24.3,85.1,4.0,
10,DULAG,8.204,124.3694,2012,1,0,24.3,85.1,4.0,
11,HINAPLANON,8.2467,124.2592,2012,1,0,24.3,85.1,4.0,
12,HINDANG,8.3177,124.3457,2012,1,0,24.3,85.1,4.0,
13,KABACSANAN,8.2815,124.3088,2012,1,0,24.3,85.1,4.0,
14,KALILANGAN,8.1747,124.3863,2012,1,0,24.3,85.1,4.0,
15,KIWALAN,8.2801,124.2668,2012,1,1,24.3,85.1,4.0,
16,LANIPAO,8.2266,124.3412,2012,1,0,24.3,85.1,4.0,
17,LUINAB,8.2472,124.2681,2012,1,0,24.3,85.1,4.0,
18,MAHAYAHAY,8.2219,124.2406,2012,1,0,24.3,85.1,4.0,
19,MAINIT,8.2976,124.3876,2012,1,0,24.3,85.1,4.0,
20,MANDULOG,8.2442,124.3057,2012,1,0,24.3,85.1,4.0,
21,MARIA CRISTINA,8.1989,124.1936,2012,1,0,24.3,85.1,4.0,
22,PALAO,8.2286,124.2532,2012,1,0,24.3,85.1,4.0,
23,PANOROGANAN,8.1743,124.425,2012,1,0,24.3,85.1,4.0,
24,POBLACION,8.2285,124.2344,2012,1,0,24.3,85.1,4.0,
25,PUGA-AN,8.2285,124.2742,2012,1,1,24.3,85.1,4.0,
26,ROGONGON,8.2395,124.4115,2012,1,0,24.3,85.1,4.0,
27,SAN MIGUEL,8.2387,124.2479,2012,1,0,24.3,85.1,4.0,
28,SAN ROQUE,8.2578,124.2619,2012,1,0,24.3,85.1,4.0,
29,SANTA ELENA,8.1948,124.2273,2012,1,0,24.3,85.1,4.0,
30,SANTA FILOMENA,8.2681,124.2593,2012,1,0,24.3,85.1,4.0,
31,SANTIAGO,8.2511,124.2444,2012,1,1,24.3,85.1,4.0,
32,SANTO ROSARIO,8.2436,124.2525,2012,1,1,24.3,85.1,4.0,
33,SARAY-TIBANGA,8.2436,124.2525,2012,1,0,24.3,85.1,4.0,
34,SUAREZ,8.1914,124.2173,2012,1,0,24.3,85.1,4.0,
35,TAMBACAN,8.2236,124.2347,2012,1,3,24.3,85.1,4.0,
36,TIBANGA,8.2402,124.241,2012,1,1,24.3,85.1,4.0,
37,TIPANOY,8.1902,124.2634,2012,1,1,24.3,85.1,4.0,
38,TOMINOBO PROPER,8.2104,124.2221,2012,1,0,24.3,85.1,4.0,
39,TOMINOBO UPPER,8.1688,124.2251,2012,1,0,24.3,85.1,4.0,
40,TUBOD,8.2117,124.241,2012,1,6,24.3,85.1,4.0,
41,UBALDO LAYA,8.224,124.2449,2012,1,0,24.3,85.1,4.0,
42,UPPER HINAPLANON,8.2559,124.2689,2012,1,0,24.3,85.1,4.0,
43,VILLA VERDE,8.2331,124.2437,2012,1,0,24.3,85.1,4.0,
0,ABUNO,8.1846,124.2571,2012,2,0,24.3,85.7,7.1,
1,ACMAC,8.274,124.2649,2012,2,0,24.3,85.7,7.1,
2,BAGONG SILANG,8.2418,124.252,2012,2,0,24.3,85.7,7.1,
3,BONBONON,8.2667,124.2902,2012,2,0,24.3,85.7,7.1,
4,BUNAWAN,8.3023,124.3028,2012,2,0,24.3,85.7,7.1,
5,BURU-UN,8.1872,124.1688,2012,2,0,24.3,85.7,7.1,
6,DALIPUGA,8.3074,124.255,2012,2,0,24.3,85.7,7.1,
7,DEL CARMEN,8.2322,124.2578,2012,2,1,24.3,85.7,7.1,
8,DIGKILAAN,8.2492,124.3178,2012,2,0,24.3,85.7,7.1,
9,DITUCALAN,8.1751,124.1927,2012,2,1,24.3,85.7,7.1,
10,DULAG,8.204,124.3694,2012,2,0,24.3,85.7,7.1,
11,HINAPLANON,8.2467,124.2592,2012,2,0,24.3,85.7,7.1,
12,HINDANG,8.3177,124.3457,2012,2,0,24.3,85.7,7.1,
13,KABACSANAN,8.2815,124.3088,2012,2,0,24.3,85.7,7.1,
14,KALILANGAN,8.1747,124.3863,2012,2,0,24.3,85.7,7.1,
15,KIWALAN,8.2801,124.2668,2012,2,0,24.3,85.7,7.1,
16,LANIPAO,8.2266,124.3412,2012,2,0,24.3,85.7,7.1,
17,LUINAB,8.2472,124.2681,2012,2,0,24.3,85.7,7.1,
18,MAHAYAHAY,8.2219,124.2406,2012,2,0,24.3,85.7,7.1,
19,MAINIT,8.2976,124.3876,2012,2,0,24.3,85.7,7.1,
20,MANDULOG,8.2442,124.3057,2012,2,0,24.3,85.7,7.1,
21,MARIA CRISTINA,8.1989,124.1936,2012,2,2,24.3,85.7,7.1,
22,PALAO,8.2286,124.2532,2012,2,0,24.3,85.7,7.1,
23,PANOROGANAN,8.1743,124.425,2012,2,0,24.3,85.7,7.1,
24,POBLACION,8.2285,124.2344,2012,2,2,24.3,85.7,7.1,
25,PUGA-AN,8.2285,124.2742,2012,2,0,24.3,85.7,7.1,
26,ROGONGON,8.2395,124.4115,2012,2,0,24.3,85.7,7.1,
27,SAN MIGUEL,8.2387,124.2479,2012,2,0,24.3,85.7,7.1,
28,SAN ROQUE,8.2578,124.2619,2012,2,0,24.3,85.7,7.1,
29,SANTA ELENA,8.1948,124.2273,2012,2,0,24.3,85.7,7.1,
30,SANTA FILOMENA,8.2681,124.2593,2012,2,0,24.3,85.7,7.1,
31,SANTIAGO,8.2511,124.2444,2012,2,0,24.3,85.7,7.1,
32,SANTO ROSARIO,8.2436,124.2525,2012,2,1,24.3,85.7,7.1,
33,SARAY-TIBANGA,8.2436,124.2525,2012,2,0,24.3,85.7,7.1,
34,SUAREZ,8.1914,124.2173,2012,2,0,24.3,85.7,7.1,
35,TAMBACAN,8.2236,124.2347,2012,2,1,24.3,85.7,7.1,
36,TIBANGA,8.2402,124.241,2012,2,2,24.3,85.7,7.1,
37,TIPANOY,8.1902,124.2634,2012,2,1,24.3,85.7,7.1,
38,TOMINOBO PROPER,8.2104,124.2221,2012,2,0,24.3,85.7,7.1,
39,TOMINOBO UPPER,8.1688,124.2251,2012,2,0,24.3,85.7,7.1,
40,TUBOD,8.2117,124.241,2012,2,2,24.3,85.7,7.1,
41,UBALDO LAYA,8.224,124.2449,2012,2,0,24.3,85.7,7.1,
42,UPPER HINAPLANON,8.2559,124.2689,2012,2,0,24.3,85.7,7.1,
43,VILLA VERDE,8.2331,124.2437,2012,2,0,24.3,85.7,7.1,
0,ABUNO,8.1846,124.2571,2012,3,0,24.6,83.3,3.1,
1,ACMAC,8.274,124.2649,2012,3,0,24.6,83.3,3.1,
2,BAGONG SILANG,8.2418,124.252,2012,3,5,24.6,83.3,3.1,
3,BONBONON,8.2667,124.2902,2012,3,0,24.6,83.3,3.1,
4,BUNAWAN,8.3023,124.3028,2012,3,0,24.6,83.3,3.1,
5,BURU-UN,8.1872,124.1688,2012,3,0,24.6,83.3,3.1,
6,DALIPUGA,8.3074,124.255,2012,3,0,24.6,83.3,3.1,
7,DEL CARMEN,8.2322,124.2578,2012,3,1,24.6,83.3,3.1,
8,DIGKILAAN,8.2492,124.3178,2012,3,1,24.6,83.3,3.1,
9,DITUCALAN,8.1751,124.1927,2012,3,0,24.6,83.3,3.1,
10,DULAG,8.204,124.3694,2012,3,0,24.6,83.3,3.1,
11,HINAPLANON,8.2467,124.2592,2012,3,0,24.6,83.3,3.1,
12,HINDANG,8.3177,124.3457,2012,3,0,24.6,83.3,3.1,
13,KABACSANAN,8.2815,124.3088,2012,3,0,24.6,83.3,3.1,
14,KALILANGAN,8.1747,124.3863,2012,3,0,24.6,83.3,3.1,
15,KIWALAN,8.2801,124.2668,2012,3,0,24.6,83.3,3.1,
16,LANIPAO,8.2266,124.3412,2012,3,0,24.6,83.3,3.1,
17,LUINAB,8.2472,124.2681,2012,3,0,24.6,83.3,3.1,
18,MAHAYAHAY,8.2219,124.2406,2012,3,0,24.6,83.3,3.1,
19,MAINIT,8.2976,124.3876,2012,3,0,24.6,83.3,3.1,
20,MANDULOG,8.2442,124.3057,2012,3,0,24.6,83.3,3.1,
21,MARIA CRISTINA,8.1989,124.1936,2012,3,0,24.6,83.3,3.1,
22,PALAO,8.2286,124.2532,2012,3,0,24.6,83.3,3.1,
23,PANOROGANAN,8.1743,124.425,2012,3,0,24.6,83.3,3.1,
24,POBLACION,8.2285,124.2344,2012,3,2,24.6,83.3,3.1,
25,PUGA-AN,8.2285,124.2742,2012,3,0,24.6,83.3,3.1,
26,ROGONGON,8.2395,124.4115,2012,3,0,24.6,83.3,3.1,
27,SAN MIGUEL,8.2387,124.2479,2012,3,1,24.6,83.3,3.1,
28,SAN ROQUE,8.2578,124.2619,2012,3,0,24.6,83.3,3.1,
29,SANTA ELENA,8.1948,124.2273,2012,3,0,24.6,83.3,3.1,
30,SANTA FILOMENA,8.2681,124.2593,2012,3,1,24.6,83.3,3.1,
31,SANTIAGO,8.2511,124.2444,2012,3,0,24.6,83.3,3.1,
32,SANTO ROSARIO,8.2436,124.2525,2012,3,0,24.6,83.3,3.1,
33,SARAY-TIBANGA,8.2436,124.2525,2012,3,0,24.6,83.3,3.1,
34,SUAREZ,8.1914,124.2173,2012,3,0,24.6,83.3,3.1,
35,TAMBACAN,8.2236,124.2347,2012,3,0,24.6,83.3,3.1,
36,TIBANGA,8.2402,124.241,2012,3,2,24.6,83.3,3.1,
37,TIPANOY,8.1902,124.2634,2012,3,0,24.6,83.3,3.1,
38,TOMINOBO PROPER,8.2104,124.2221,2012,3,0,24.6,83.3,3.1,
39,TOMINOBO UPPER,8.1688,124.2251,2012,3,0,24.6,83.3,3.1,
40,TUBOD,8.2117,124.241,2012,3,2,24.6,83.3,3.1,
41,UBALDO LAYA,8.224,124.2449,2012,3,0,24.6,83.3,3.1,
42,UPPER HINAPLANON,8.2559,124.2689,2012,3,0,24.6,83.3,3.1,
43,VILLA VERDE,8.2331,124.2437,2012,3,0,24.6,83.3,3.1,
0,ABUNO,8.1846,124.2571,2012,4,1,25.4,82.3,6.9,
1,ACMAC,8.274,124.2649,2012,4,0,25.4,82.3,6.9,
2,BAGONG SILANG,8.2418,124.252,2012,4,0,25.4,82.3,6.9,
3,BONBONON,8.2667,124.2902,2012,4,0,25.4,82.3,6.9,
4,BUNAWAN,8.3023,124.3028,2012,4,0,25.4,82.3,6.9,
5,BURU-UN,8.1872,124.1688,2012,4,0,25.4,82.3,6.9,
6,DALIPUGA,8.3074,124.255,2012,4,0,25.4,82.3,6.9,
7,DEL CARMEN,8.2322,124.2578,2012,4,0,25.4,82.3,6.9,
8,DIGKILAAN,8.2492,124.3178,2012,4,0,25.4,82.3,6.9,
9,DITUCALAN,8.1751,124.1927,2012,4,0,25.4,82.3,6.9,
10,DULAG,8.204,124.3694,2012,4,0,25.4,82.3,6.9,
11,HINAPLANON,8.2467,124.2592,2012,4,0,25.4,82.3,6.9,
12,HINDANG,8.3177,124.3457,2012,4,0,25.4,82.3,6.9,
13,KABACSANAN,8.2815,124.3088,2012,4,0,25.4,82.3,6.9,
14,KALILANGAN,8.1747,124.3863,2012,4,0,25.4,82.3,6.9,
15,KIWALAN,8.2801,124.2668,2012,4,0,25.4,82.3,6.9,
16,LANIPAO,8.2266,124.3412,2012,4,0,25.4,82.3,6.9,
17,LUINAB,8.2472,124.2681,2012,4,0,25.4,82.3,6.9,
18,MAHAYAHAY,8.2219,124.2406,2012,4,0,25.4,82.3,6.9,
19,MAINIT,8.2976,124.3876,2012,4,1,25.4,82.3,6.9,
20,MANDULOG,8.2442,124.3057,2012,4,0,25.4,82.3,6.9,
21,MARIA CRISTINA,8.1989,124.1936,2012,4,1,25.4,82.3,6.9,
22,PALAO,8.2286,124.2532,2012,4,2,25.4,82.3,6.9,
23,PANOROGANAN,8.1743,124.425,2012,4,0,25.4,82.3,6.9,
24,POBLACION,8.2285,124.2344,2012,4,1,25.4,82.3,6.9,
25,PUGA-AN,8.2285,124.2742,2012,4,0,25.4,82.3,6.9,
26,ROGONGON,8.2395,124.4115,2012,4,0,25.4,82.3,6.9,
27,SAN MIGUEL,8.2387,124.2479,2012,4,0,25.4,82.3,6.9,
28,SAN ROQUE,8.2578,124.2619,2012,4,0,25.4,82.3,6.9,
29,SANTA ELENA,8.1948,124.2273,2012,4,0,25.4,82.3,6.9,
30,SANTA FILOMENA,8.2681,124.2593,2012,4,0,25.4,82.3,6.9,
31,SANTIAGO,8.2511,124.2444,2012,4,1,25.4,82.3,6.9,
32,SANTO ROSARIO,8.2436,124.2525,2012,4,0,25.4,82.3,6.9,
33,SARAY-TIBANGA,8.2436,124.2525,2012,4,0,25.4,82.3,6.9,
34,SUAREZ,8.1914,124.2173,2012,4,0,25.4,82.3,6.9,
35,TAMBACAN,8.2236,124.2347,2012,4,1,25.4,82.3,6.9,
